Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Ordered_Time_Hour,Ordered_Time_Minute,distance
30,4.8,Cloudy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,44,21,15,16.902909983695867
37,4.6,Stormy,Medium,0,Meal,motorcycle,1.0,No,Urban,31,16,45,6.128757701629757
38,4.4,Windy,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,43,19,30,16.72197157113495
33,4.7,Sunny,Low,2,Snack,motorcycle,0.0,No,Metropolitian,28,23,30,11.983323050924776
34,4.6,Stormy,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,22,17,50,10.865776701899678
21,4.6,Sunny,Low,0,Drinks,motorcycle,0.0,No,Urban,19,10,25,1.5202938690324594
32,5.0,Windy,Jam,0,Drinks,motorcycle,1.0,Yes,Metropolitian,47,21,30,12.419464414087114
25,4.5,Windy,Medium,2,Snack,motorcycle,1.0,No,Metropolitian,20,18,30,7.651064458530381
22,4.6,Stormy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,15,23,45,10.880731284671972
36,4.5,Sunny,Jam,2,Drinks,electric_scooter,0.0,No,Urban,21,19,15,19.97664402115285
30,4.8,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,24,17,15,7.7635043374686274
39,4.7,Sandstorms,Medium,2,Snack,scooter,1.0,No,Urban,27,18,35,9.220368460607467
23,4.8,Sandstorms,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,21,45,17.09752492719776
23,4.6,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,29,18,30,4.674341511234465
31,4.1,Windy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,42,21,40,20.44292976252901
36,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,8,10,3.1161407812915187
21,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,20,19,50,9.435201537430713
28,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,21,17,10,17.076725433736602
35,4.9,Cloudy,High,2,Drinks,electric_scooter,0.0,No,Metropolitian,26,14,40,6.217735074214348
22,4.7,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,29,11,45,3.063638579712219
30,4.7,Fog,Low,2,Snack,motorcycle,0.0,No,Metropolitian,17,23,30,4.590771505102241
29,4.9,Sunny,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,10,21,0,16.853347148215086
25,5.0,Stormy,Jam,1,Snack,scooter,1.0,No,Urban,27,19,50,20.44292976252901
25,4.7,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,21,11,25,1.509460397835505
28,4.9,Sunny,Low,2,Snack,scooter,0.0,No,Urban,19,10,55,1.5725337292863206
30,4.2,Fog,Low,1,Snack,scooter,1.0,No,Urban,33,22,50,13.789066440485811
34,4.2,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,33,22,30,7.441030776958911
23,4.8,Sandstorms,High,0,Buffet,motorcycle,1.0,No,Metropolitian,16,12,30,6.210618493121404
26,4.7,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,14,22,35,4.537860442229041
20,4.8,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,14,8,45,1.5292976945190186
34,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20,35,17.166563216377746
37,4.6,Fog,Low,0,Snack,motorcycle,2.0,No,Metropolitian,44,23,10,16.851359915661256
25,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Urban,25,19,45,9.17813837505589
30,5.0,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,10,45,1.5524171512659315
26,4.7,Cloudy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,25,21,45,4.528183776759067
27,4.6,Fog,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,15,9,45,2.979410112022739
39,4.8,Windy,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,19,55,4.595393825646015
24,4.7,Fog,Jam,2,Meal,scooter,2.0,No,Metropolitian,42,21,15,14.15280068944862
36,5.0,Windy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,49,19,15,9.055364789945113
25,4.6,Windy,Low,1,Snack,motorcycle,0.0,No,Urban,14,23,35,12.236561539554922
25,4.6,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,28,21,0,4.540779627969584
36,4.8,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,21,18,35,7.6838087174265155
36,4.7,Sunny,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,18,55,7.763183552897837
24,4.9,Cloudy,Jam,1,Drinks,motorcycle,0.0,No,Urban,28,19,40,7.448970151933079
30,5.0,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,18,10,12.25700312192057
34,5.0,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,25,17,40,7.761839422154042
22,4.9,Sandstorms,High,1,Buffet,scooter,0.0,No,Metropolitian,10,12,50,6.290134677634678
32,4.2,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,32,21,0,12.463962426993913
26,4.7,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,15,22,40,19.975741216257436
35,3.5,Windy,Jam,2,Meal,scooter,2.0,No,Metropolitian,44,21,50,19.976027554946448
36,5.0,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,31,18,15,12.24118768009516
32,4.6,Fog,Low,2,Drinks,scooter,0.0,No,Metropolitian,19,8,35,3.145067434621583
33,4.9,Cloudy,Low,2,Buffet,scooter,1.0,No,Metropolitian,27,22,50,19.76089839940378
24,4.0,Cloudy,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,35,18,45,19.673782443833463
35,4.7,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,22,21,0,4259.733281170355
20,4.1,Cloudy,Medium,2,Snack,electric_scooter,1.0,No,Metropolitian,36,21,0,10.867285240714486
33,4.1,Cloudy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,38,17,15,20.180936931739232
21,5.0,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,11,17,10,7.763197145328887
31,3.9,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,31,22,15,16.384467035863942
31,4.5,Fog,Low,2,Drinks,motorcycle,1.0,No,Urban,34,22,50,10.711185800959658
37,4.0,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,40,18,10,10.445135379079014
25,4.5,Sunny,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,17,40,20.44292976252901
21,4.8,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,28,20,50,9.055364789945113
35,5.0,Sandstorms,Jam,1,Snack,scooter,0.0,No,Metropolitian,30,19,55,4.596738270616882
34,4.8,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,21,55,13.971968544834215
27,4.6,Cloudy,Medium,2,Drinks,motorcycle,0.0,No,Metropolitian,29,17,10,19.34361316327686
38,4.9,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,28,23,10,13.392785187379928
20,4.5,Sandstorms,Low,2,Snack,scooter,0.0,No,Metropolitian,15,9,30,1.5545816630911855
37,5.0,Cloudy,Low,2,Drinks,scooter,0.0,No,Urban,19,10,30,3.145067434621583
22,4.3,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Urban,28,10,55,3.040649953439472
22,4.3,Fog,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,41,20,45,13.9731420501497
38,4.8,Sandstorms,Low,2,Meal,scooter,0.0,No,Metropolitian,22,8,45,1.5103432312092615
30,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,8,15,3.029512751162419
31,4.8,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,40,18,15,19.87743959766233
31,4.8,Stormy,Medium,2,Buffet,scooter,0.0,No,Urban,28,17,20,4.610456146048326
35,4.3,Sandstorms,Jam,0,Buffet,motorcycle,2.0,No,Metropolitian,44,19,35,7.802839040445126
23,4.9,Stormy,Medium,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,21,0,8.92784874143198
20,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,34,18,50,20.85157880964364
30,4.3,Fog,Jam,1,Snack,scooter,1.0,No,Metropolitian,36,21,15,9.121794088990224
37,4.5,Fog,Medium,0,Snack,motorcycle,2.0,Yes,Metropolitian,45,17,25,12.07428194576936
38,4.9,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,18,15,9.122108408658214
26,4.3,Cloudy,Medium,1,Buffet,scooter,1.0,No,Urban,31,17,20,10.683732403900526
20,4.7,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Urban,16,23,15,7.761199672759851
35,4.6,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,26,21,45,9.435201537430713
26,4.7,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,18,35,4.494279117295131
36,3.5,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,33,21,40,12.100062421152574
36,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,27,19,25,16.384900933459228
34,4.7,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,27,21,25,7.772220444452982
22,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,27,20,25,4.464795317864735
37,4.4,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,42,19,30,10.757014337994882
29,4.7,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,22,18,50,17.074256778794595
33,4.1,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,23,45,9.435201537430713
25,4.5,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,27,11,45,1.4981250846097312
21,5.0,Sandstorms,High,1,Drinks,scooter,1.0,No,Metropolitian,17,13,45,6.129149863507623
34,4.5,Fog,High,0,Drinks,motorcycle,1.0,No,Metropolitian,26,13,50,6.210169290102755
22,5.0,Sunny,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,18,17,30,19.395547662925235
22,4.7,Sunny,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,20,20,10,16.368376258670416
32,4.9,Sandstorms,Low,1,Drinks,motorcycle,1.0,No,Urban,25,23,30,13.582337494192412
39,4.7,Windy,Medium,2,Drinks,electric_scooter,1.0,No,Urban,33,18,35,9.36354301898356
29,4.5,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,15,23,40,19.395102472533644
37,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Urban,44,20,35,19.362541804304527
25,5.0,Cloudy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22,10,55,1.5125562753617192
37,4.2,Stormy,Jam,2,Drinks,scooter,1.0,No,Urban,37,21,0,12.463888116757747
24,4.7,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,10,23,30,9.121425981981249
30,4.5,Sandstorms,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,20,21,0,7.862668167410368
34,4.2,Fog,High,2,Drinks,scooter,0.0,No,Metropolitian,33,12,45,6.232193723015724
21,4.8,Sandstorms,Medium,2,Snack,scooter,1.0,No,Metropolitian,27,21,0,13.68204452608078
29,5.0,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,19,21,0,1.53058864856925
35,4.7,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,33,21,0,9.326651352175272
22,4.9,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,21,19,55,4.610027010711368
33,5.0,Sandstorms,High,1,Buffet,scooter,1.0,No,Metropolitian,25,14,30,6.147194518583351
39,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Metropolitian,15,18,45,4.663432201620595
23,4.9,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Urban,18,20,55,7.772429015118234
35,4.7,Fog,Low,3,Buffet,scooter,0.0,No,Urban,13,21,0,5.874816158028467
20,4.3,Fog,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,43,20,20,20.85251350342696
25,4.6,Cloudy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,18,23,25,9.326577421221064
35,4.0,Windy,Jam,0,Buffet,motorcycle,2.0,No,Semi-Urban,50,20,55,10.42736760615815
29,4.6,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,11,21,10,12.255817809722812
28,4.6,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,19,20,25,4.538407907862871
30,4.5,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,29,15,20,5.9690346942813095
27,4.6,Windy,High,0,Snack,motorcycle,0.0,No,Metropolitian,27,11,30,1.536858863156162
23,4.8,Sunny,Medium,1,Snack,scooter,0.0,No,Metropolitian,18,18,40,17.09875410817548
25,4.5,Stormy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,18,20,45,12.161605446010208
23,4.6,Sandstorms,High,0,Drinks,motorcycle,1.0,No,Metropolitian,18,12,30,6.128627670485152
35,4.7,Fog,Low,3,Snack,scooter,0.0,No,Metropolitian,21,21,0,10.708220667367794
34,4.4,Cloudy,Jam,1,Drinks,motorcycle,1.0,Yes,Metropolitian,46,21,20,13.77076958377127
27,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,21,23,40,20.253459166411545
33,4.5,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,18,30,4.657153007152837
37,4.6,Fog,Medium,2,Meal,electric_scooter,1.0,No,Metropolitian,15,15,50,5.959266895919677
32,4.5,Stormy,Low,1,Meal,motorcycle,1.0,No,Urban,20,10,25,1.5127140854704322
29,4.8,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,23,23,45,10.707345040408097
20,5.0,Sandstorms,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,24,18,30,4.65713301884333
23,4.6,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,15,20,30,7.562108717550266
34,4.2,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,42,22,55,16.722548420715
35,4.1,Cloudy,High,1,Drinks,scooter,1.0,No,Metropolitian,39,14,15,6.147073151032162
32,4.9,Cloudy,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,17,30,12.29361121840287
29,4.8,Cloudy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,20,20,30,7.56206997216248
31,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,26,22,45,16.635629218678122
39,4.8,Fog,Medium,1,Meal,scooter,1.0,No,Metropolitian,44,17,20,10.90628903651029
24,4.4,Cloudy,Jam,2,Meal,scooter,0.0,No,Metropolitian,40,20,45,11.90494293616778
38,4.9,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Urban,26,23,40,9.316114128266731
35,4.7,Fog,Jam,2,Buffet,scooter,1.0,No,Urban,42,21,45,12.099896960230076
20,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Urban,29,20,40,9.121874253616898
24,5.0,Sunny,Low,1,Snack,scooter,1.0,No,Urban,18,22,10,7.682703792667339
33,4.8,Stormy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,29,20,15,10.641604779432296
20,4.8,Sunny,Low,0,Snack,motorcycle,0.0,No,Urban,18,23,50,9.31403062822802
21,4.7,Sandstorms,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,14,18,45,7.601362669750945
31,4.8,Cloudy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25,17,45,4.657528074267875
37,4.7,Fog,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,19,9,15,1.5523608800116515
26,5.0,Sandstorms,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,23,10,4.657619913371798
28,4.8,Sandstorms,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,19,21,0,12.484641305205988
36,4.5,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,26,9,20,3.105363416194922
20,4.5,Windy,High,2,Snack,electric_scooter,1.0,No,Urban,23,13,50,6.0545276744805365
36,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,15,9,30,3.064398872055142
20,4.6,Windy,Low,2,Snack,scooter,1.0,No,Metropolitian,18,8,20,3.1047992381869647
27,5.0,Fog,High,1,Drinks,motorcycle,1.0,No,Metropolitian,22,12,55,6.080949025950904
25,5.0,Fog,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,27,22,10,13.68092007746041
25,4.8,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26,21,0,12.257490517738452
22,4.6,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,34,18,20,11.983626942083044
30,4.2,Cloudy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,42,18,30,13.18466274082461
31,4.7,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,29,21,0,4.663544352411129
20,4.8,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,16,23,30,4.663544352411129
29,4.9,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,23,8,35,3.0646598407974865
34,4.4,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,35,20,20,9.219905581616992
38,4.3,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,31,13,55,6.290134677634678
25,4.5,Sunny,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,17,17,20,13.989473698864703
23,4.7,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,38,20,10,16.787820514671505
20,4.9,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,17,20,4.560740459631507
36,4.6,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,18,9,10,3.025061641856169
35,4.7,Fog,Low,3,Buffet,bicycle,1.0,No,Metropolitian,16,21,0,1.5581322344033663
25,4.6,Fog,Low,1,Snack,scooter,1.0,No,Urban,18,8,10,1.514788572005127
38,4.5,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,16,21,0,13.894916383849754
23,4.9,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,25,19,25,7.325050600164152
38,4.8,Windy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,27,10,35,3.105095437473336
21,4.7,Fog,Medium,1,Meal,motorcycle,1.0,No,Urban,10,21,0,4.544228016639666
29,4.9,Cloudy,Low,1,Drinks,scooter,0.0,No,Metropolitian,26,22,55,19.916194656540203
33,4.7,Cloudy,Low,2,Snack,motorcycle,1.0,No,Metropolitian,18,22,50,7.601027931404884
32,4.8,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,19,21,0,1.5126859754657422
21,4.7,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,15,9,45,2.9795405223586338
33,4.1,Windy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,35,20,20,12.436148456121032
38,4.7,Stormy,Jam,2,Snack,electric_scooter,1.0,No,Urban,30,20,15,4.674172124263269
28,4.9,Windy,Jam,1,Meal,scooter,1.0,No,Metropolitian,18,19,40,19.76171176132034
37,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Metropolitian,24,18,40,4.469352052738077
35,4.8,Sunny,Low,1,Drinks,motorcycle,1.0,No,Urban,19,22,55,4.674181485440602
21,4.9,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,24,20,45,17.29786575291325
21,4.7,Stormy,Jam,2,Meal,electric_scooter,1.0,No,Metropolitian,29,20,25,20.44292976252901
35,4.7,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,24,21,0,4.657952854119435
37,4.6,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,17,13,35,6.176431857672641
39,5.0,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,21,0,1.5368293119662575
35,4.5,Windy,Medium,0,Buffet,motorcycle,1.0,No,Metropolitian,30,18,40,19.364487993280896
24,4.3,Windy,Low,0,Buffet,motorcycle,0.0,No,Metropolitian,25,10,40,2.979626518993123
37,4.9,Windy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,26,21,45,20.206804295781904
23,4.8,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,26,16,50,6.080891507842322
36,4.3,Sandstorms,Jam,2,Meal,scooter,1.0,No,Metropolitian,33,19,30,13.989146264477116
21,4.5,Fog,Low,1,Meal,scooter,0.0,No,Metropolitian,10,8,20,3.12131968284581
28,4.7,Fog,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,21,0,4.656902198106395
36,5.0,Windy,Medium,2,Meal,scooter,1.0,No,Metropolitian,27,17,20,7.601304456856061
29,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,22,30,13.768718508386597
29,4.6,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,39,21,40,12.418408999826822
33,4.1,Sunny,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,31,21,0,20.44292976252901
25,4.6,Windy,High,2,Meal,scooter,1.0,No,Urban,20,12,40,6.128501214162246
37,4.7,Stormy,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,20,15,4.5967456266495255
37,4.9,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,29,19,50,4.610254758948449
20,5.0,Windy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,28,15,45,6.290134677634678
28,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,24,22,10,12.41985066025277
37,3.5,Windy,Jam,1,Meal,motorcycle,2.0,No,Metropolitian,43,21,35,12.41848049973811
25,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Urban,21,23,35,17.13783007771357
30,5.0,Stormy,Low,2,Meal,electric_scooter,1.0,No,Urban,24,8,35,3.087890466832629
39,4.7,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,46,21,0,13.40647565433019
24,4.6,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,18,23,25,10.756185975480651
38,4.6,Stormy,Low,2,Snack,electric_scooter,0.0,No,Urban,24,23,40,9.313017158714828
21,4.7,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,45,20,30,10.590448391072323
33,4.5,Cloudy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,30,15,35,6.218153086065015
29,4.8,Sandstorms,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,11,19,25,4.395530071409622
29,4.7,Stormy,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,18,55,12.417487520918897
26,5.0,Sandstorms,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,23,21,0,9.348356419300424
33,4.2,Sandstorms,Medium,2,Snack,motorcycle,1.0,Yes,Metropolitian,39,18,40,17.074904532035713
38,4.8,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,27,15,30,5.992403045233207
35,4.6,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,18,40,7.790401360105752
32,4.5,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,39,19,35,10.56512884564776
29,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,31,20,25,17.07670421054038
29,4.7,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Urban,14,20,50,7.761768725951356
35,3.7,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,36,19,15,10.881731319465793
34,3.6,Cloudy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,34,22,45,11.719699425828209
27,4.9,Fog,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,19,9,10,1.5525704156536744
39,4.9,Fog,Medium,0,Snack,motorcycle,1.0,Yes,Metropolitian,45,21,0,16.902806732498032
27,4.6,Cloudy,Medium,0,Buffet,motorcycle,1.0,Yes,Metropolitian,41,17,25,17.09819699771769
27,4.5,Sandstorms,Medium,1,Drinks,motorcycle,0.0,No,Urban,21,17,25,7.60168152834193
38,4.6,Stormy,Low,0,Drinks,motorcycle,1.0,No,Urban,24,22,45,13.97191478756942
23,4.7,Fog,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,11,22,45,4.717601092054723
33,5.0,Sandstorms,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,33,18,40,13.58037387628088
20,4.5,Fog,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,29,18,20,17.07269000033606
22,4.9,Windy,High,1,Meal,motorcycle,0.0,No,Urban,14,14,20,6.116387229265562
36,5.0,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38,20,30,10.564405615161895
22,4.6,Sunny,Medium,2,Buffet,scooter,1.0,No,Metropolitian,18,18,20,10.724750462255022
23,4.6,Windy,Jam,2,Snack,scooter,0.0,No,Metropolitian,18,21,0,17.138105845700238
36,5.0,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,16,18,35,4.610285665960067
24,4.8,Windy,Medium,1,Snack,scooter,1.0,No,Metropolitian,27,18,25,9.326428318803533
23,5.0,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,22,19,10,10.641495972351702
24,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,9,35,3.040891552951612
32,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,29,21,0,10.756273454297125
32,4.7,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,19,21,0,7.563061700786155
25,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,16,10,45,1.5094402621798344
38,4.7,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,28,22,55,14.022295961633713
27,4.5,Fog,Medium,2,Meal,scooter,0.0,No,Metropolitian,15,17,20,7.546888128063204
24,4.7,Stormy,Low,2,Buffet,electric_scooter,1.0,No,Urban,10,10,15,3.0735639629147333
32,4.6,Windy,Jam,1,Snack,motorcycle,2.0,No,Metropolitian,34,19,20,7.546781220484458
34,4.8,Sunny,Low,1,Buffet,scooter,1.0,No,Metropolitian,12,22,45,9.315725653468126
35,4.0,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,19,25,9.17624749258827
33,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,19,50,20.253686339517454
28,4.8,Fog,High,2,Snack,scooter,1.0,No,Metropolitian,26,11,25,3.145067434621583
24,4.5,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,28,8,50,1.5580874730609473
27,4.6,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,18,17,40,4.540779627969584
27,4.7,Stormy,High,1,Buffet,scooter,1.0,No,Urban,19,11,45,1.5524796373051026
35,4.7,Fog,Medium,1,Snack,scooter,1.0,No,Metropolitian,34,21,0,13.21731386474103
29,5.0,Sunny,High,2,Drinks,scooter,1.0,No,Metropolitian,17,11,25,1.5297989528631668
32,4.8,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,26,18,15,7.772430463816821
35,4.7,Fog,Low,3,Drinks,scooter,1.0,No,Metropolitian,29,21,0,4.469620875558295
32,5.0,Sunny,Low,1,Drinks,motorcycle,0.0,No,Urban,13,9,25,5888.690600493777
39,4.2,Stormy,Jam,0,Drinks,motorcycle,3.0,Yes,Semi-Urban,54,21,15,10.808686201554782
27,4.9,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,43,19,40,10.587732954177069
